epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1312.61,1.22803,0.4,1,1.08398,4.284e-05,4.284e-05,4.284e-05
